,SDATE,energy,temphigh,templow,is_holiday,wind,humidity,tempavg,hour,dayofweek,weekofyear
339,2019-12-09 01:00:00,585.0999999999767,-3,-4,0,8,90,-3,1,1,50
340,2019-12-09 02:00:00,589.0999999999767,-3,-4,0,8,90,-3,2,1,50
341,2019-12-09 03:00:00,572.8000000000466,-3,-4,0,8,90,-3,3,1,50
342,2019-12-09 04:00:00,574.5,-3,-4,0,8,90,-3,4,1,50
343,2019-12-09 05:00:00,568.8000000000466,-3,-4,0,8,90,-3,5,1,50
344,2019-12-09 06:00:00,569.3999999999069,1,-3,0,6,83,-1,6,1,50
345,2019-12-09 11:00:00,509.2000000000698,1,-3,0,6,83,-1,11,1,50
346,2019-12-09 12:00:00,565.5999999999767,4,0,0,6,64,2,12,1,50
347,2019-12-09 13:00:00,1080.5,4,0,0,6,64,2,13,1,50
348,2019-12-09 14:00:00,730.5,4,0,0,6,64,2,14,1,50
349,2019-12-09 15:00:00,444.0999999999767,4,0,0,6,64,2,15,1,50
350,2019-12-09 17:00:00,475.30000000004657,4,0,0,6,64,2,17,1,50
351,2019-12-09 18:00:00,523.7999999999302,0,-4,0,5,85,-2,18,1,50
352,2019-12-09 19:00:00,631.2000000000697,0,-4,0,5,85,-2,19,1,50
353,2019-12-09 20:00:00,566.1999999999534,0,-4,0,5,85,-2,20,1,50
354,2019-12-09 21:00:00,575.8000000000466,0,-4,0,5,85,-2,21,1,50
355,2019-12-10 04:00:00,382.7999999999302,-2,-4,0,5,93,-3,4,2,50
356,2019-12-10 05:00:00,574.0,-2,-4,0,5,93,-3,5,2,50
357,2019-12-10 06:00:00,600.1000000000931,0,-2,0,4,96,-1,6,2,50
358,2019-12-10 07:00:00,1129.2999999999306,0,-2,0,4,96,-1,7,2,50
359,2019-12-10 08:00:00,836.8000000000467,0,-2,0,4,96,-1,8,2,50
360,2019-12-10 09:00:00,604.5,0,-2,0,4,96,-1,9,2,50
361,2019-12-10 10:00:00,458.69999999995343,0,-2,0,4,96,-1,10,2,50
362,2019-12-10 11:00:00,429.5,0,-2,0,4,96,-1,11,2,50
363,2019-12-10 12:00:00,582.3000000000466,5,0,0,11,66,2,12,2,50
364,2019-12-10 13:00:00,564.4000000000233,5,0,0,11,66,2,13,2,50
365,2019-12-10 14:00:00,574.5,5,0,0,11,66,2,14,2,50
366,2019-12-10 15:00:00,565.5,5,0,0,11,66,2,15,2,50
367,2019-12-10 16:00:00,567.2999999999303,5,0,0,11,66,2,16,2,50
368,2019-12-10 17:00:00,556.4000000000234,5,0,0,11,66,2,17,2,50
369,2019-12-10 18:00:00,562.9000000000234,5,-1,0,19,36,2,18,2,50
370,2019-12-10 19:00:00,400.7999999999302,5,-1,0,19,36,2,19,2,50
371,2019-12-11 05:00:00,343.5,1,-2,0,8,43,0,5,3,50
372,2019-12-11 06:00:00,473.7000000000698,5,-3,0,19,37,1,6,3,50
373,2019-12-11 07:00:00,995.4000000000232,5,-3,0,19,37,1,7,3,50
374,2019-12-11 08:00:00,978.6999999999533,5,-3,0,19,37,1,8,3,50
375,2019-12-11 09:00:00,606.0999999999767,5,-3,0,19,37,1,9,3,50
376,2019-12-11 10:00:00,494.90000000002334,5,-3,0,19,37,1,10,3,50
377,2019-12-11 11:00:00,467.0,5,-3,0,19,37,1,11,3,50
378,2019-12-11 12:00:00,696.9000000000232,5,0,0,35,17,2,12,3,50
379,2019-12-11 13:00:00,602.5999999999767,5,0,0,35,17,2,13,3,50
380,2019-12-11 14:00:00,562.1999999999534,5,0,0,35,17,2,14,3,50
381,2019-12-11 15:00:00,561.4000000000234,5,0,0,35,17,2,15,3,50
382,2019-12-11 16:00:00,563.3000000000466,5,0,0,35,17,2,16,3,50
383,2019-12-11 17:00:00,317.5,5,0,0,35,17,2,17,3,50
384,2019-12-12 05:00:00,564.6999999999534,-2,-6,0,3,46,-4,5,4,50
385,2019-12-12 06:00:00,548.2000000000698,3,-7,0,5,39,-2,6,4,50
386,2019-12-12 07:00:00,882.5,3,-7,0,5,39,-2,7,4,50
387,2019-12-12 08:00:00,1036.2999999999304,3,-7,0,5,39,-2,8,4,50
388,2019-12-12 09:00:00,604.3000000000466,3,-7,0,5,39,-2,9,4,50
389,2019-12-12 10:00:00,478.40000000002334,3,-7,0,5,39,-2,10,4,50
390,2019-12-12 11:00:00,481.7999999999302,3,-7,0,5,39,-2,11,4,50
391,2019-12-12 12:00:00,571.4000000000233,5,-1,0,10,21,2,12,4,50
392,2019-12-12 13:00:00,723.1999999999533,5,-1,0,10,21,2,13,4,50
393,2019-12-12 14:00:00,595.1000000000931,5,-1,0,10,21,2,14,4,50
394,2019-12-12 15:00:00,567.6999999999534,5,-1,0,10,21,2,15,4,50
395,2019-12-12 16:00:00,556.4000000000234,5,-1,0,10,21,2,16,4,50
396,2019-12-13 04:00:00,177.20000000006985,-3,-4,0,3,80,-3,4,5,50
397,2019-12-13 05:00:00,565.7999999999303,-3,-4,0,3,80,-3,5,5,50
398,2019-12-13 06:00:00,526.0,6,-5,0,7,68,0,6,5,50
399,2019-12-13 07:00:00,1031.0999999999767,6,-5,0,7,68,0,7,5,50
400,2019-12-13 08:00:00,848.8000000000467,6,-5,0,7,68,0,8,5,50
401,2019-12-13 09:00:00,548.0,6,-5,0,7,68,0,9,5,50
402,2019-12-13 10:00:00,520.3000000000466,6,-5,0,7,68,0,10,5,50
403,2019-12-13 11:00:00,386.69999999995343,6,-5,0,7,68,0,11,5,50
404,2019-12-13 12:00:00,374.40000000002334,10,4,0,22,24,7,12,5,50
405,2019-12-13 13:00:00,246.09999999997672,10,4,0,22,24,7,13,5,50
406,2019-12-13 14:00:00,623.9000000000233,10,4,0,22,24,7,14,5,50
407,2019-12-13 15:00:00,571.6999999999534,10,4,0,22,24,7,15,5,50
408,2019-12-13 16:00:00,575.5999999999767,10,4,0,22,24,7,16,5,50
409,2019-12-13 17:00:00,154.5,10,4,0,22,24,7,17,5,50
410,2019-12-14 06:00:00,545.1000000000931,5,-4,1,6,45,0,6,6,50
411,2019-12-15 14:00:00,540.6000000000931,5,4,1,4,53,4,14,7,50
412,2019-12-15 15:00:00,584.3999999999069,5,4,1,4,53,4,15,7,50
413,2019-12-15 16:00:00,587.2000000000697,5,4,1,4,53,4,16,7,50
414,2019-12-15 17:00:00,560.0,5,4,1,4,53,4,17,7,50
415,2019-12-15 23:00:00,312.4000000000233,4,2,1,4,68,3,23,7,50
416,2019-12-16 00:00:00,593.7999999999303,2,1,0,3,92,1,0,1,51
417,2019-12-16 01:00:00,580.5999999999767,2,1,0,3,92,1,1,1,51
418,2019-12-16 02:00:00,580.2000000000697,2,1,0,3,92,1,2,1,51
419,2019-12-16 03:00:00,578.9000000000233,2,1,0,3,92,1,3,1,51
420,2019-12-16 04:00:00,570.0999999999767,2,1,0,3,92,1,4,1,51
421,2019-12-16 05:00:00,571.5,2,1,0,3,92,1,5,1,51
422,2019-12-16 06:00:00,547.2999999999302,2,1,0,9,98,1,6,1,51
423,2019-12-16 07:00:00,918.4000000000232,2,1,0,9,98,1,7,1,51
424,2019-12-16 08:00:00,885.5,2,1,0,9,98,1,8,1,51
425,2019-12-16 09:00:00,550.2000000000698,2,1,0,9,98,1,9,1,51
426,2019-12-16 10:00:00,431.7999999999302,2,1,0,9,98,1,10,1,51
427,2019-12-16 11:00:00,490.5999999999767,2,1,0,9,98,1,11,1,51
428,2019-12-16 12:00:00,576.9000000000233,2,1,0,8,95,1,12,1,51
429,2019-12-16 13:00:00,564.4000000000233,2,1,0,8,95,1,13,1,51
430,2019-12-16 14:00:00,570.6999999999534,2,1,0,8,95,1,14,1,51
431,2019-12-16 15:00:00,565.5,2,1,0,8,95,1,15,1,51
432,2019-12-16 16:00:00,570.6000000000931,2,1,0,8,95,1,16,1,51
433,2019-12-17 04:00:00,169.69999999995343,1,0,0,18,79,0,4,2,51
434,2019-12-17 05:00:00,574.7000000000697,1,0,0,18,79,0,5,2,51
435,2019-12-17 06:00:00,557.0999999999766,3,0,0,32,51,1,6,2,51
436,2019-12-17 07:00:00,1003.4000000000232,3,0,0,32,51,1,7,2,51
437,2019-12-17 08:00:00,960.1999999999533,3,0,0,32,51,1,8,2,51
438,2019-12-17 09:00:00,575.0,3,0,0,32,51,1,9,2,51
439,2019-12-17 10:00:00,415.80000000004657,3,0,0,32,51,1,10,2,51
440,2019-12-17 11:00:00,547.1999999999534,3,0,0,32,51,1,11,2,51
441,2019-12-17 12:00:00,613.0999999999767,4,0,0,29,37,2,12,2,51
442,2019-12-17 13:00:00,610.7000000000697,4,0,0,29,37,2,13,2,51
443,2019-12-17 14:00:00,607.4000000000233,4,0,0,29,37,2,14,2,51
444,2019-12-17 15:00:00,566.2999999999303,4,0,0,29,37,2,15,2,51
445,2019-12-17 16:00:00,565.0,4,0,0,29,37,2,16,2,51
446,2019-12-17 17:00:00,151.80000000004657,4,0,0,29,37,2,17,2,51
447,2019-12-18 04:00:00,208.0,-3,-6,0,8,53,-4,4,3,51
448,2019-12-18 05:00:00,574.6999999999534,-3,-6,0,8,53,-4,5,3,51
449,2019-12-18 06:00:00,560.3000000000466,2,-6,0,2,47,-2,6,3,51
450,2019-12-18 07:00:00,994.2999999999304,2,-6,0,2,47,-2,7,3,51
451,2019-12-18 08:00:00,935.1000000000932,2,-6,0,2,47,-2,8,3,51
452,2019-12-18 09:00:00,555.7999999999302,2,-6,0,2,47,-2,9,3,51
453,2019-12-18 10:00:00,418.0999999999767,2,-6,0,2,47,-2,10,3,51
454,2019-12-18 11:00:00,545.8000000000466,2,-6,0,2,47,-2,11,3,51
455,2019-12-18 12:00:00,603.9000000000233,3,1,0,8,32,2,12,3,51
456,2019-12-18 13:00:00,607.5,3,1,0,8,32,2,13,3,51
457,2019-12-18 14:00:00,600.1999999999534,3,1,0,8,32,2,14,3,51
458,2019-12-18 15:00:00,569.3000000000466,3,1,0,8,32,2,15,3,51
459,2019-12-18 16:00:00,559.0999999999766,3,1,0,8,32,2,16,3,51
460,2019-12-19 04:00:00,238.89999999990692,0,-4,0,4,61,-2,4,4,51
461,2019-12-19 05:00:00,569.5,0,-4,0,4,61,-2,5,4,51
462,2019-12-19 06:00:00,553.9000000000234,0,-3,0,22,50,-1,6,4,51
463,2019-12-19 07:00:00,839.4000000000232,0,-3,0,22,50,-1,7,4,51
464,2019-12-19 08:00:00,1015.0,0,-3,0,22,50,-1,8,4,51
465,2019-12-19 09:00:00,545.5999999999766,0,-3,0,22,50,-1,9,4,51
466,2019-12-19 10:00:00,433.30000000004657,0,-3,0,22,50,-1,10,4,51
467,2019-12-19 11:00:00,505.40000000002334,0,-3,0,22,50,-1,11,4,51
468,2019-12-19 12:00:00,643.0999999999767,0,-5,0,24,33,-2,12,4,51
469,2019-12-19 13:00:00,629.4000000000233,0,-5,0,24,33,-2,13,4,51
470,2019-12-19 14:00:00,596.5,0,-5,0,24,33,-2,14,4,51
471,2019-12-19 15:00:00,588.5,0,-5,0,24,33,-2,15,4,51
472,2019-12-19 16:00:00,563.8999999999069,0,-5,0,24,33,-2,16,4,51
473,2019-12-19 17:00:00,103.60000000009312,0,-5,0,24,33,-2,17,4,51
474,2019-12-20 04:00:00,313.2999999999301,-4,-8,0,3,56,-6,4,5,51
475,2019-12-20 05:00:00,563.0,-4,-8,0,3,56,-6,5,5,51
476,2019-12-20 06:00:00,568.3000000000466,1,-8,0,5,52,-3,6,5,51
477,2019-12-20 07:00:00,569.4000000000233,1,-8,0,5,52,-3,7,5,51
478,2019-12-20 08:00:00,558.8999999999069,1,-8,0,5,52,-3,8,5,51
479,2019-12-20 09:00:00,561.5,1,-8,0,5,52,-3,9,5,51
480,2019-12-20 10:00:00,683.6000000000931,1,-8,0,5,52,-3,10,5,51
481,2019-12-20 11:00:00,1079.5999999999767,1,-8,0,5,52,-3,11,5,51
482,2019-12-20 12:00:00,685.4000000000233,2,-1,0,8,32,0,12,5,51
483,2019-12-20 13:00:00,527.6999999999534,2,-1,0,8,32,0,13,5,51
484,2019-12-20 14:00:00,352.09999999997666,2,-1,0,8,32,0,14,5,51
485,2019-12-20 15:00:00,502.80000000004657,2,-1,0,8,32,0,15,5,51
486,2019-12-20 16:00:00,568.5999999999767,2,-1,0,8,32,0,16,5,51
487,2019-12-20 17:00:00,557.9000000000234,2,-1,0,8,32,0,17,5,51
488,2019-12-20 18:00:00,553.1999999999534,-1,-5,0,2,67,-3,18,5,51
489,2019-12-20 19:00:00,556.4000000000234,-1,-5,0,2,67,-3,19,5,51
490,2019-12-20 20:00:00,546.6999999999534,-1,-5,0,2,67,-3,20,5,51
491,2019-12-20 21:00:00,559.0,-1,-5,0,2,67,-3,21,5,51
492,2019-12-21 04:00:00,560.7000000000698,-3,-7,1,1,77,-5,4,6,51
493,2019-12-21 05:00:00,557.5999999999766,-3,-7,1,1,77,-5,5,6,51
494,2019-12-21 06:00:00,547.8000000000466,3,-7,1,3,65,-2,6,6,51
495,2019-12-21 07:00:00,557.0999999999766,3,-7,1,3,65,-2,7,6,51
496,2019-12-21 08:00:00,554.7999999999302,3,-7,1,3,65,-2,8,6,51
497,2019-12-21 09:00:00,543.4000000000234,3,-7,1,3,65,-2,9,6,51
498,2019-12-21 10:00:00,377.80000000004657,3,-7,1,3,65,-2,10,6,51
499,2019-12-21 11:00:00,493.90000000002334,3,-7,1,3,65,-2,11,6,51
500,2019-12-21 12:00:00,853.2999999999303,5,-2,1,6,34,1,12,6,51
501,2019-12-21 13:00:00,532.0,5,-2,1,6,34,1,13,6,51
502,2019-12-21 14:00:00,459.90000000002334,5,-2,1,6,34,1,14,6,51
503,2019-12-21 15:00:00,349.09999999997666,5,-2,1,6,34,1,15,6,51
504,2019-12-21 16:00:00,175.5,5,-2,1,6,34,1,16,6,51
505,2019-12-21 17:00:00,294.30000000004657,5,-2,1,6,34,1,17,6,51
506,2019-12-21 18:00:00,208.0,-1,-4,1,4,70,-2,18,6,51
507,2019-12-21 19:00:00,607.5,-1,-4,1,4,70,-2,19,6,51
508,2019-12-21 20:00:00,601.0999999999767,-1,-4,1,4,70,-2,20,6,51
509,2019-12-21 21:00:00,590.3000000000466,-1,-4,1,4,70,-2,21,6,51
510,2019-12-21 22:00:00,544.2999999999302,-1,-4,1,4,70,-2,22,6,51
511,2019-12-22 05:00:00,303.39999999990687,0,-3,1,4,75,-1,5,7,51
512,2019-12-22 06:00:00,590.9000000000233,2,-1,1,5,68,0,6,7,51
513,2019-12-22 07:00:00,581.8000000000466,2,-1,1,5,68,0,7,7,51
514,2019-12-22 08:00:00,587.2999999999303,2,-1,1,5,68,0,8,7,51
515,2019-12-22 09:00:00,576.5,2,-1,1,5,68,0,9,7,51
516,2019-12-22 10:00:00,584.9000000000233,2,-1,1,5,68,0,10,7,51
517,2019-12-22 11:00:00,583.5,2,-1,1,5,68,0,11,7,51
518,2019-12-22 12:00:00,572.5999999999767,3,-1,1,9,62,1,12,7,51
519,2019-12-22 13:00:00,586.4000000000233,3,-1,1,9,62,1,13,7,51
520,2019-12-22 14:00:00,570.0,3,-1,1,9,62,1,14,7,51
521,2019-12-22 15:00:00,582.5999999999767,3,-1,1,9,62,1,15,7,51
522,2019-12-22 16:00:00,579.6000000000931,3,-1,1,9,62,1,16,7,51
523,2019-12-22 17:00:00,569.6999999999534,3,-1,1,9,62,1,17,7,51
524,2019-12-22 18:00:00,577.6999999999534,-1,-5,1,2,78,-3,18,7,51
525,2019-12-23 06:00:00,119.59999999997672,2,-3,0,8,82,0,6,1,52
526,2019-12-23 07:00:00,1103.5,2,-3,0,8,82,0,7,1,52
527,2019-12-23 08:00:00,767.0999999999768,2,-3,0,8,82,0,8,1,52
528,2019-12-23 09:00:00,510.80000000004657,2,-3,0,8,82,0,9,1,52
529,2019-12-23 10:00:00,387.90000000002334,2,-3,0,8,82,0,10,1,52
530,2019-12-23 11:00:00,495.5,2,-3,0,8,82,0,11,1,52
531,2019-12-23 12:00:00,598.2999999999303,2,0,0,10,60,1,12,1,52
532,2019-12-23 13:00:00,594.0999999999767,2,0,0,10,60,1,13,1,52
533,2019-12-23 14:00:00,597.7000000000697,2,0,0,10,60,1,14,1,52
534,2019-12-23 15:00:00,587.5,2,0,0,10,60,1,15,1,52
535,2019-12-23 16:00:00,588.4000000000233,2,0,0,10,60,1,16,1,52
536,2019-12-24 04:00:00,116.29999999993015,-2,-3,0,1,85,-2,4,2,52
537,2019-12-24 05:00:00,596.4000000000233,-2,-3,0,1,85,-2,5,2,52
538,2019-12-24 06:00:00,588.5999999999767,1,-3,0,5,80,-1,6,2,52
539,2019-12-24 07:00:00,848.9000000000232,1,-3,0,5,80,-1,7,2,52
540,2019-12-24 08:00:00,1024.0999999999767,1,-3,0,5,80,-1,8,2,52
541,2019-12-24 09:00:00,536.2000000000698,1,-3,0,5,80,-1,9,2,52
542,2019-12-24 10:00:00,411.7999999999302,1,-3,0,5,80,-1,10,2,52
543,2019-12-24 11:00:00,562.7000000000698,1,-3,0,5,80,-1,11,2,52
544,2019-12-24 12:00:00,598.4000000000233,2,1,0,7,65,1,12,2,52
545,2019-12-24 13:00:00,592.8999999999069,2,1,0,7,65,1,13,2,52
546,2019-12-24 14:00:00,581.8000000000466,2,1,0,7,65,1,14,2,52
547,2019-12-24 15:00:00,587.4000000000233,2,1,0,7,65,1,15,2,52
548,2019-12-24 16:00:00,225.59999999997672,2,1,0,7,65,1,16,2,52
549,2019-12-25 04:00:00,317.5999999999767,0,-3,0,5,82,-1,4,3,52
550,2019-12-25 05:00:00,592.2000000000697,0,-3,0,5,82,-1,5,3,52
551,2019-12-25 06:00:00,559.7999999999302,3,-3,0,8,80,0,6,3,52
552,2019-12-25 07:00:00,931.0,3,-3,0,8,80,0,7,3,52
553,2019-12-25 08:00:00,1000.3000000000467,3,-3,0,8,80,0,8,3,52
554,2019-12-25 09:00:00,557.1999999999534,3,-3,0,8,80,0,9,3,52
555,2019-12-25 10:00:00,429.2000000000698,3,-3,0,8,80,0,10,3,52
556,2019-12-25 11:00:00,525.3999999999069,3,-3,0,8,80,0,11,3,52
557,2019-12-25 12:00:00,593.4000000000233,5,0,0,14,49,2,12,3,52
558,2019-12-25 13:00:00,594.5,5,0,0,14,49,2,13,3,52
559,2019-12-25 14:00:00,581.5999999999767,5,0,0,14,49,2,14,3,52
560,2019-12-25 15:00:00,587.9000000000233,5,0,0,14,49,2,15,3,52
561,2019-12-25 16:00:00,590.0,5,0,0,14,49,2,16,3,52
562,2019-12-26 04:00:00,230.6000000000932,0,-5,0,3,79,-2,4,4,52
563,2019-12-26 05:00:00,590.5999999999767,0,-5,0,3,79,-2,5,4,52
564,2019-12-26 06:00:00,535.0,3,-5,0,4,73,-1,6,4,52
565,2019-12-26 07:00:00,970.5999999999768,3,-5,0,4,73,-1,7,4,52
566,2019-12-26 08:00:00,972.5999999999768,3,-5,0,4,73,-1,8,4,52
567,2019-12-26 09:00:00,530.3000000000466,3,-5,0,4,73,-1,9,4,52
568,2019-12-26 10:00:00,391.90000000002334,3,-5,0,4,73,-1,10,4,52
569,2019-12-26 11:00:00,491.5999999999767,3,-5,0,4,73,-1,11,4,52
570,2019-12-26 12:00:00,652.1999999999534,4,0,0,14,27,2,12,4,52
571,2019-12-26 13:00:00,620.7000000000697,4,0,0,14,27,2,13,4,52
572,2019-12-26 14:00:00,639.2999999999303,4,0,0,14,27,2,14,4,52
573,2019-12-26 15:00:00,583.3000000000466,4,0,0,14,27,2,15,4,52
574,2019-12-26 16:00:00,592.0999999999767,4,0,0,14,27,2,16,4,52
575,2019-12-27 04:00:00,354.09999999997666,-1,-6,0,5,56,-3,4,5,52
576,2019-12-27 05:00:00,599.6000000000931,-1,-6,0,5,56,-3,5,5,52
577,2019-12-27 06:00:00,566.2999999999303,3,-6,0,7,55,-1,6,5,52
578,2019-12-27 07:00:00,903.3000000000467,3,-6,0,7,55,-1,7,5,52
579,2019-12-27 08:00:00,981.6999999999533,3,-6,0,7,55,-1,8,5,52
580,2019-12-27 09:00:00,593.8000000000466,3,-6,0,7,55,-1,9,5,52
581,2019-12-27 10:00:00,470.5,3,-6,0,7,55,-1,10,5,52
582,2019-12-27 11:00:00,376.69999999995343,3,-6,0,7,55,-1,11,5,52
583,2019-12-27 12:00:00,326.5,5,2,0,5,39,3,12,5,52
584,2019-12-27 13:00:00,286.4000000000233,5,2,0,5,39,3,13,5,52
585,2019-12-27 14:00:00,243.80000000004657,5,2,0,5,39,3,14,5,52
586,2019-12-27 15:00:00,180.39999999990692,5,2,0,5,39,3,15,5,52
587,2019-12-27 16:00:00,150.90000000002328,5,2,0,5,39,3,16,5,52
588,2019-12-29 08:00:00,248.30000000004657,5,-2,1,8,81,1,8,7,52
589,2019-12-29 09:00:00,623.4000000000233,5,-2,1,8,81,1,9,7,52
590,2019-12-29 10:00:00,612.0,5,-2,1,8,81,1,10,7,52
591,2019-12-29 11:00:00,609.2999999999303,5,-2,1,8,81,1,11,7,52
592,2019-12-29 12:00:00,248.80000000004657,5,1,1,10,72,3,12,7,52
593,2019-12-29 20:00:00,298.69999999995343,2,-1,1,22,57,0,20,7,52
594,2019-12-29 21:00:00,603.5,2,-1,1,22,57,0,21,7,52
595,2019-12-29 22:00:00,594.0,2,-1,1,22,57,0,22,7,52
596,2019-12-29 23:00:00,587.5,2,-1,1,22,57,0,23,7,52
597,2019-12-30 00:00:00,592.7000000000697,0,-6,0,30,32,-3,0,1,1
598,2019-12-30 01:00:00,578.1999999999534,0,-6,0,30,32,-3,1,1,1
599,2019-12-30 02:00:00,590.8000000000466,0,-6,0,30,32,-3,2,1,1
600,2019-12-30 03:00:00,579.1999999999534,0,-6,0,30,32,-3,3,1,1
601,2019-12-30 04:00:00,586.1999999999534,0,-6,0,30,32,-3,4,1,1
602,2019-12-30 05:00:00,587.0,0,-6,0,30,32,-3,5,1,1
603,2019-12-30 06:00:00,575.8000000000466,-5,-8,0,37,26,-6,6,1,1
604,2019-12-30 07:00:00,582.6999999999534,-5,-8,0,37,26,-6,7,1,1
605,2019-12-30 08:00:00,687.9000000000232,-5,-8,0,37,26,-6,8,1,1
606,2019-12-30 09:00:00,985.0999999999768,-5,-8,0,37,26,-6,9,1,1
607,2019-12-30 10:00:00,586.8000000000466,-5,-8,0,37,26,-6,10,1,1
608,2019-12-30 11:00:00,597.9000000000233,-5,-8,0,37,26,-6,11,1,1
609,2019-12-30 12:00:00,641.5,-5,-7,0,43,21,-6,12,1,1
610,2019-12-30 13:00:00,624.5999999999767,-5,-7,0,43,21,-6,13,1,1
611,2019-12-30 14:00:00,639.6999999999534,-5,-7,0,43,21,-6,14,1,1
612,2019-12-30 15:00:00,590.6000000000931,-5,-7,0,43,21,-6,15,1,1
613,2019-12-30 16:00:00,590.0,-5,-7,0,43,21,-6,16,1,1
614,2019-12-31 03:00:00,432.5,-11,-12,0,8,39,-11,3,2,1
615,2019-12-31 04:00:00,592.5,-11,-12,0,8,39,-11,4,2,1
616,2019-12-31 05:00:00,593.6999999999534,-11,-12,0,8,39,-11,5,2,1
617,2019-12-31 06:00:00,587.8000000000466,-5,-11,0,6,32,-8,6,2,1
618,2019-12-31 07:00:00,586.4000000000233,-5,-11,0,6,32,-8,7,2,1
619,2019-12-31 08:00:00,583.3999999999069,-5,-11,0,6,32,-8,8,2,1
620,2019-12-31 09:00:00,583.5,-5,-11,0,6,32,-8,9,2,1
621,2019-12-31 10:00:00,835.9000000000232,-5,-11,0,6,32,-8,10,2,1
622,2019-12-31 11:00:00,975.7000000000696,-5,-11,0,6,32,-8,11,2,1
623,2019-12-31 12:00:00,606.6999999999534,-3,-5,0,11,23,-4,12,2,1
624,2019-12-31 13:00:00,538.4000000000234,-3,-5,0,11,23,-4,13,2,1
625,2019-12-31 14:00:00,415.19999999995343,-3,-5,0,11,23,-4,14,2,1
626,2019-12-31 15:00:00,366.80000000004657,-3,-5,0,11,23,-4,15,2,1
627,2019-12-31 16:00:00,592.2999999999303,-3,-5,0,11,23,-4,16,2,1
628,2019-12-31 17:00:00,247.1000000000932,-3,-5,0,11,23,-4,17,2,1
629,2020-01-01 05:00:00,395.2999999999302,-7,-10,0,2,58,-8,5,3,1
630,2020-01-01 06:00:00,601.5999999999767,-1,-10,0,2,48,-5,6,3,1
631,2020-01-01 07:00:00,545.0,-1,-10,0,2,48,-5,7,3,1
632,2020-01-01 11:00:00,546.6000000000931,-1,-10,0,2,48,-5,11,3,1
633,2020-01-01 12:00:00,594.0999999999767,1,-4,0,3,34,-1,12,3,1
634,2020-01-01 13:00:00,594.6999999999534,1,-4,0,3,34,-1,13,3,1
635,2020-01-01 14:00:00,583.2000000000697,1,-4,0,3,34,-1,14,3,1
636,2020-01-01 15:00:00,590.5,1,-4,0,3,34,-1,15,3,1
637,2020-01-01 16:00:00,588.8999999999069,1,-4,0,3,34,-1,16,3,1
638,2020-01-01 17:00:00,578.4000000000233,1,-4,0,3,34,-1,17,3,1
639,2020-01-01 18:00:00,581.7000000000697,-3,-7,0,3,63,-5,18,3,1
640,2020-01-01 19:00:00,574.5999999999767,-3,-7,0,3,63,-5,19,3,1
641,2020-01-01 20:00:00,588.5,-3,-7,0,3,63,-5,20,3,1
642,2020-01-01 21:00:00,572.7999999999303,-3,-7,0,3,63,-5,21,3,1
643,2020-01-01 22:00:00,577.1000000000931,-3,-7,0,3,63,-5,22,3,1
644,2020-01-01 23:00:00,580.8999999999069,-3,-7,0,3,63,-5,23,3,1
645,2020-01-02 00:00:00,582.5,-6,-9,0,1,79,-7,0,4,1
646,2020-01-02 01:00:00,571.5,-6,-9,0,1,79,-7,1,4,1
647,2020-01-02 02:00:00,582.2000000000697,-6,-9,0,1,79,-7,2,4,1
648,2020-01-02 03:00:00,569.0999999999767,-6,-9,0,1,79,-7,3,4,1
649,2020-01-02 04:00:00,579.5,-6,-9,0,1,79,-7,4,4,1
650,2020-01-02 05:00:00,572.9000000000233,-6,-9,0,1,79,-7,5,4,1
651,2020-01-02 06:00:00,566.5,3,-9,0,4,63,-3,6,4,1
652,2020-01-02 07:00:00,736.2999999999303,3,-9,0,4,63,-3,7,4,1
653,2020-01-02 08:00:00,753.6000000000931,3,-9,0,4,63,-3,8,4,1
654,2020-01-02 09:00:00,484.2999999999302,3,-9,0,4,63,-3,9,4,1
655,2020-01-02 10:00:00,412.0,3,-9,0,4,63,-3,10,4,1
656,2020-01-02 11:00:00,536.7000000000698,3,-9,0,4,63,-3,11,4,1
657,2020-01-02 12:00:00,599.0999999999767,5,2,0,8,24,3,12,4,1
658,2020-01-02 13:00:00,607.0999999999767,5,2,0,8,24,3,13,4,1
659,2020-01-02 14:00:00,585.3000000000466,5,2,0,8,24,3,14,4,1
660,2020-01-02 15:00:00,573.6999999999534,5,2,0,8,24,3,15,4,1
661,2020-01-02 16:00:00,588.3000000000466,5,2,0,8,24,3,16,4,1
662,2020-01-02 17:00:00,578.5999999999767,5,2,0,8,24,3,17,4,1
663,2020-01-02 18:00:00,572.0,2,-4,0,2,44,-1,18,4,1
664,2020-01-02 19:00:00,585.6999999999534,2,-4,0,2,44,-1,19,4,1
665,2020-01-02 20:00:00,566.0999999999767,2,-4,0,2,44,-1,20,4,1
666,2020-01-02 21:00:00,580.7000000000697,2,-4,0,2,44,-1,21,4,1
667,2020-01-02 22:00:00,578.7999999999303,2,-4,0,2,44,-1,22,4,1
668,2020-01-02 23:00:00,573.9000000000233,2,-4,0,2,44,-1,23,4,1
669,2020-01-03 00:00:00,575.9000000000233,-3,-7,0,2,63,-5,0,5,1
670,2020-01-03 01:00:00,573.1999999999534,-3,-7,0,2,63,-5,1,5,1
671,2020-01-03 02:00:00,575.8000000000466,-3,-7,0,2,63,-5,2,5,1
672,2020-01-03 03:00:00,567.3000000000466,-3,-7,0,2,63,-5,3,5,1
